company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
technodysis it solution,machine learning engineer,aiml,3-5,3,4.0,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'llms', 'artificial intelligence']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
clarivate,statistician,analytics,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'sas', 'sql', 'epidemiology', 'css', 'data analysis', 'drug safety', 'bootstrap', 'pharmacovigilance', 'javascript', 'jquery', 'react.js', 'analytical research', 'intellectual property', 'client interaction', 'compensation', 'html', 'public health', 'stock exchange']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Statistician', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
clarivate,statistician,analytics,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analysis', 'sas', 'sql', 'epidemiology', 'rest', 'python', 'web services', 'cmdb', 'service catalog', 'problem management', 'javascript', 'analytical research', 'servicenow', 'itsm', 'client interaction', 'html', 'public health', 'soap']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Statistician', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
firstsource,business analyst,business analyst,2-9,2,5.5,9,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['financial analysis', 'project management', 'data analysis', 'mis reporting', 'kpi', 'forecasting', 'business analysis', 'process improvement', 'variance analysis', 'dashboards', 'budgeting', 'reconciliation', 'tableau', 'mis', 'advanced excel', 'data visualization', 'reporting', 'trend analysis']",0,0,1,0,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
alcon laboratories,analytics consultant,analytics,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['change management', 'technical writing', 'agile', 'manager quality control', 'information technology', 'release management', 'sdlc', 'sql', 'python', 'recruitment']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
nocpl,business analyst,business analyst,2-8,2,5.0,8,junior (3–5),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['financial analysis', 'security analysis', 'analysts', 'data analysis', 'administration', 'investment banking', 'research analysis', 'investment', 'business analysis', 'market analysis', 'research', 'sales', 'sql', 'excel', 'portfolio management', 'data visualization', 'financial planning', 'finance']",0,1,1,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
beghou consulting,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analysis', 'data management', 'data modeling', 'project management', 'analytical', 'consulting', 'hipaa', 'life sciences', 'data quality', 'operations']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
auxin recruitment consultants,business analyst,business analyst,2-7,2,4.5,7,junior (3–5),mumbai,mumbai,mumbai,city,3-8 Lacs P.A.,3-8 lacs,3.0,5.5,8.0,3-6 LPA,"['banking operations', 'mis', 'business analysis']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
auxin recruitment consultants,business analyst,business analyst,2-7,2,4.5,7,junior (3–5),navi mumbai,mumbai,mumbai,city,3-8 Lacs P.A.,3-8 lacs,3.0,5.5,8.0,3-6 LPA,"['banking operations', 'mis', 'business analysis']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
acenet,business analyst,business analyst,3-5,3,4.0,5,junior (3–5),"pune, gurugram, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['supply chain', 'data analysis', 'healthcare', 'manager quality control', 'business intelligence', 'microsoft', 'data mining', 'sql', 'python', 'logistics']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Management Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
apprication,machine learning engineer,aiml,1-6,1,3.5,6,junior (3–5),mumbai suburban,mumbai,mumbai,city,3-6 Lacs P.A.,3-6 lacs,3.0,4.5,6.0,3-6 LPA,"['artificial intelligence', 'machine learning', 'python', 'natural language processing', 'deep learning', 'opencv', 'image processing', 'computer vision']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
citco,business analyst,business analyst,2-7,2,4.5,7,junior (3–5),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['loans', 'financial statements', 'service level', 'client servicing', 'hedge funds', 'fund administration', 'customer relationship', 'operations', 'financial services']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
intellect design arena,business analyst,business analyst,3-8,3,5.5,8,mid (6–8),chennai,chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['transaction banking', 'fsd', 'sme banking', 'corporate banking', 'banking products', 'iso']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: MBA/PGDM in Any Specialization']"
adcc infocad pvt ltd,business analyst,business analyst,2-6,2,4.0,6,junior (3–5),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['gis', 'telecom', '3d modeling', 'automation', 'test case execution', 'usage', 'business analyst', 'network optimization', 'cloud', 'data mapping']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
integrichain,data analyst,analytics,4-9,4,6.5,9,mid (6–8),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data management', 'master data management', 'pharma', 'internet research', 'healthcare', 'data quality', 'us healthcare', 'sql', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
benovymed healthcare private ltd,data scientist,aiml,0-5,0,2.5,5,junior (3–5),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data science', 'nlp', 'artificial intelligence', 'data modeling', 'machine learning', 'deep learning', 'python']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: Medical Services / Hospital', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
allime tech solutions,data analyst,analytics,7-12,7,9.5,12,senior (9–12),chennai,chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['performance tuning', 'business objects', 'networking', 'data modeling', 'xml', 'data structures', 'data analyst', 'sql', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
adecco india,data science & analytics,aiml,3-4,3,3.5,4,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['power bi', 'advance excel', 'sql']",0,1,1,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
veolia,data science & analytics,aiml,3-5,3,4.0,5,junior (3–5),bengaluru,bangalore,bangalore,city,4-5.5 Lacs P.A.,4-5.5 lacs,4.0,4.75,5.5,3-6 LPA,"['tableau', 'data analysis', 'sql']",0,1,0,0,1,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Water Treatment / Waste Management', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
barrierbreak solutions,machine learning engineer,aiml,1-3,1,2.0,3,entry (0–2),"mumbai suburban, navi mumbai, mumbai",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['artificial intelligence', 'computer vision', 'machine learning', 'natural language processing']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
ti steps,machine learning engineer,aiml,0-2,0,1.0,2,entry (0–2),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3-4 Lacs P.A.,3-4 lacs,3.0,3.5,4.0,3-6 LPA,"['machine learning algorithms', 'machine learning', 'python']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: Education / Training', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
fleet management,data science & analytics,aiml,1-4,1,2.5,4,junior (3–5),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['computer science', 'data analysis', 'fleet management', 'analytical', 'project planning', 'continuous improvement', 'stakeholder management', 'operations', 'analytics', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Courier / Logistics', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
techdata solutions,data science & analytics,aiml,2-7,2,4.5,7,junior (3–5),"mumbai, navi mumbai, mumbai",mumbai,mumbai,city,5-7 Lacs P.A.,5-7 lacs,5.0,6.0,7.0,6-10 LPA,"['power bi', 'data science', 'python', 'sas', 'artificial intelligence', 'medical coding', 'sql', 'r', 'clinical sas', 'data visualization', 'clinical sas programming', 'data analytics']",1,1,0,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Education / Training', 'Department: Data Science & Analytics', 'Employment Type: Part Time, Temporary/Contractual', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
connaught network services,data science & analytics,aiml,3-8,3,5.5,8,mid (6–8),"thane, navi mumbai, mumbai",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['artificial intelligence', 'data analysis', 'data analytics']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Travel & Tourism', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
incedo,business analyst,business analyst,1-6,1,3.5,6,junior (3–5),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analysis', 'private equity', 'power bi', 'tableau', 'bi', 'capital market', 'dashboards', 'data science', 'onboarding', 'life sciences', 'data visualization', 'wealth management', 'digital transformation', 'financial markets', 'finance', 'fund accounting']",0,0,0,1,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Com in Commerce, Any Graduate, B.B.A/ B.M.S in Management', 'PG: MBA/PGDM in Marketing']"
incedo,data analyst,analytics,1-3,1,2.0,3,entry (0–2),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['power bi', 'sql', 'tableau', 'python', 'data analysis', 'data manipulation', 'bi', 'machine learning', 'dashboards', 'sales', 'business intelligence tools', 'predictive modeling', 'advanced excel', 'business operations', 'reporting tools', 'crm']",1,1,1,1,1,1,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
incedo,business analyst,business analyst,4-6,4,5.0,6,junior (3–5),chennai,chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['business intelligence', 'qlikview', 'tableau', 'waterfall', 'agile', 'business process modeling', 'project management', 'software testing', 'project documentation', 'bi', 'documentation', 'power bi', 'business analysis', 'user stories', 'process flow', 'impact analysis', 'computer science']",0,0,0,1,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: M.Tech in Electronics/Telecommunication, MCA in Computers']"
incedo,data analyst,analytics,3-5,3,4.0,5,junior (3–5),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['power bi', 'sql', 'tableau', 'etl', 'data analysis', 'talend', 'bi', 'dashboards', 'qlikview', 'data quality', 'data science', 'life sciences', 'data visualization', 'informatica', 'data integration', 'digital transformation']",0,1,0,1,1,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: M.Tech in Electronics/Telecommunication, MCA in Computers']"
incedo,data analyst,analytics,3-5,3,4.0,5,junior (3–5),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['talend', 'sql', 'tableau', 'etl', 'python', 'data analysis', 'oracle', 'bi', 'power bi', 'data warehousing', 'dashboards', 'jquery', 'qlikview', 'plsql', 'data quality', 'node.js', 'java', 'html', 'data visualization', 'informatica', 'data integration', 'mongodb']",1,1,0,1,1,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: MCA in Computers, M.Tech in Electronics/Telecommunication']"
remunance systems,data science & analytics,aiml,4-9,4,6.5,9,mid (6–8),"kalyani, pune",kolkata,kalyani,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['supply chain', 'data management', 'data collection', 'data structures', 'oracle', 'business intelligence', 'jira', 'operations', 'sql', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
