company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
accenture,analytics,analytics,16-25,16,20.5,25,lead (13+),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['project management', 'artificial intelligence', 'sales', 'infrastructure management', 'gcp', 'site execution', 'hive', 'bar bending schedule', 'python', 'contractor billing', 'client billing', 'electrical maintenance', 'spark', 'site engineering']",1,0,0,0,0,0,0,0,1,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
optum,data science & analytics,aiml,6-10,6,8.0,10,mid (6–8),bengaluru,bangalore,bangalore,city,17-32 Lacs P.A.,17-32 lacs,17.0,24.5,32.0,15-25 LPA,"['devops', 'docker', 'aws', 'python']",1,0,0,0,0,0,0,0,0,1,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization']"
walmart,analytics,analytics,2-7,2,4.5,7,junior (3–5),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data analysis', 'data management', 'networking', 'business analytics', 'customer service', 'business intelligence', 'forecasting', 'analytics', 'monitoring', 'recruitment']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: Retail', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
amazon,business analyst,business analyst,2-7,2,4.5,7,junior (3–5),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['accounts receivable', 'accounts payable', 'strategic sourcing', 'international ticketing', 'business analysis', 'holiday packages', 'ticketing', 'amadeus', 'procurement', 'international business development', 'negotiation', 'financial modelling', 'reservation', 'domestic ticketing']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Internet', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
tesco,data science & analytics,aiml,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['machine learning', 'forecasting', 'sql', 'statistical modeling', 'python', 'predictive modeling', 'logistic regression', 'data science', 'time series analysis', 'time series', 'predictive analytics']",1,1,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Retail', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
qualcomm,machine learning engineer,aiml,2-7,2,4.5,7,junior (3–5),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'pandas', 'sta', 'algorithms', 'transformers', 'vlsi design', 'software development', 'natural language processing', 'hardware engineering', 'machine learning', 'artificial intelligence', 'deep learning', 'data structures']",1,0,0,0,0,1,1,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate, LLM in Any Specialization']"
accenture,analytics,analytics,5-9,5,7.0,9,mid (6–8),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'sql', 'r', 'machine learning algorithms', 'algorithms', 'power bi', 'machine learning', 'sales', 'qlikview', 'salesforce', 'tableau', 'data modeling', 'gcp', 'cplex', 'advanced excel']",1,1,1,1,1,1,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
qualcomm,machine learning engineer,aiml,8-13,8,10.5,13,senior (9–12),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'pandas', 'algorithms', 'sta', 'transformers', 'vlsi design', 'software development', 'natural language processing', 'hardware engineering', 'machine learning', 'artificial intelligence', 'deep learning', 'data structures']",1,0,0,0,0,1,1,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: LLM in Law']"
atos,machine learning engineer,aiml,5-10,5,7.5,10,mid (6–8),chennai,chennai,chennai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['machine learning', 'python', 'nlp', 'machine learning algorithms', 'deep learning']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
unknown company,analytics,analytics,5-7,5,6.0,7,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['erm', 'functional', 'data analytics', 'data analysis', 'bi', 'power bi', 'project', 'global', 'business intelligence', 'dashboards', 'sql', 'excel', 'analytics', 'data extraction', 'ms office tools', 'compliance', 'data visualization', 'powerpoint', 'ms office']",0,1,1,1,0,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
info edge,machine learning engineer,aiml,2-4,2,3.0,4,junior (3–5),noida,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['natural language processing', 'machine learning', 'deep learning']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: Internet', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization']"
innovaccer,data scientist,aiml,2-7,2,4.5,7,junior (3–5),noida,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'machine learning', 'sql', 'data science', 'algorithms', 'predictive', 'dashboards', 'docker', 'pandas', 'git', 'clustering', 'api', 'aws']",1,1,0,0,0,1,1,0,0,1,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
dun & bradstreet,data science & analytics,aiml,5-9,5,7.0,9,mid (6–8),chennai,chennai,chennai,city,15-20 Lacs P.A.,15-20 lacs,15.0,17.5,20.0,15-25 LPA,"['statistical modeling', 'llm', 'machine learning', 'python']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MBA/PGDM in Any Specialization, MCA in Any Specialization', 'Doctorate: Any Doctorate']"
capgemini,analytics,analytics,4-9,4,6.5,9,mid (6–8),noida,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['power bi', 'sql', 'tableau', 'requirement analysis', 'jira', 'risk management', 'project management', 'presentation skills', 'swot analysis', 'story writing', 'bfsi', 'stakeholder management', 'lead generation', 'client meeting', 'strategic management', 'solution management']",0,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
innovaccer,full stack data scientist,aiml,2-7,2,4.5,7,junior (3–5),noida,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'sql', 'data science', 'algorithms', 'machine learning', 'dashboards', 'docker', 'pandas', 'deep learning', 'git', 'clustering', 'api', 'aws']",1,1,0,0,0,1,1,0,0,1,0,"['Role: Full Stack Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
cognizant,full stack data scientist,aiml,5-9,5,7.0,9,mid (6–8),chennai,chennai,chennai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['cuda', 'continuous integration', 'data', 'mathematics', 'artificial intelligence', 'sql', 'cloud', 'robot', 'git', 'gcp', 'hadoop', 'big data', 'rest', 'python', 'github', 'power bi', 'machine learning', 'r', 'tableau', 'watson', 'science', 'aws', 'opencv']",1,1,0,1,1,1,0,0,0,1,0,"['Role: Full Stack Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
igt solutions,business analyst,business analyst,5-10,5,7.5,10,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['business analysis', 'api']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
ey,business intelligence & analytics,analytics,10-15,10,12.5,15,lead (13+),kochi,kochi,kochi,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['procurement', 'supply chain', 'data analysis', 'automation', 'operational excellence', 'analytical', 'consulting', 'data collection', 'operations', 'sql']",0,1,1,0,0,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Accounting / Auditing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infogain,data science & analytics,aiml,6-10,6,8.0,10,mid (6–8),"noida, pune, bengaluru",delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data modeling', 'erwin', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization']"
unknown company,bi developer,analytics,5-8,5,6.5,8,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15-25 Lacs P.A.,15-25 lacs,15.0,20.0,25.0,15-25 LPA,"['power bi', 'sql']",0,1,0,1,0,0,0,0,0,0,0,"['Role: BI Developer', 'Industry Type: Medical Devices & Equipment', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
gsr business services,data science & machine learning,aiml,4-8,4,6.0,8,mid (6–8),"pune, mumbai",pune,pune,city,15-25 Lacs P.A.,15-25 lacs,15.0,20.0,25.0,15-25 LPA,"['python', 'artificial intelligence', 'machine learning', 'devops']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
bahwan cybertek,data scientist,aiml,5-10,5,7.5,10,mid (6–8),"pune, chennai, bengaluru",pune,pune,city,15-22.5 Lacs P.A.,15-22.5 lacs,15.0,18.75,22.5,15-25 LPA,"['machine learning', 'llm']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization']"
accenture,analytics,analytics,6-10,6,8.0,10,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['nas', 'erp', 'erp functional', 'business transformation', 'rpa', 'project management', 'sap', 'oracle', 'process excellence', 'power bi', 'business analysis', 'change management', 'alteryx', 'business administration', 'agile', 'process transformation']",0,0,1,1,0,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: MBA/PGDM in Marketing']"
hexaware technologies,data scientist,aiml,7-12,7,9.5,12,senior (9–12),chennai,chennai,chennai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data science', 'transformers', 'artificial intelligence', 'natural language processing', 'neural networks', 'machine learning', 'deep learning', 'gcp', 'machine learning algorithms', 'aws', 'python']",1,0,0,0,0,1,0,0,0,1,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
tredence,data science & analytics,aiml,6-10,6,8.0,10,mid (6–8),"pune, gurugram, bengaluru",pune,pune,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,['sql'],0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization']"
unknown company,business intelligence & analytics,analytics,3-6,3,4.5,6,junior (3–5),"pune, gurugram, bengaluru",pune,pune,city,15-25 Lacs P.A.,15-25 lacs,15.0,20.0,25.0,15-25 LPA,"['sql', 'business intelligence', 'analytical skills', 'data extraction', 'tableau', 'marketing analytics', 'business analysis', 'hive', 'banking analytics', 'campaign analytics', 'advanced analytics', 'data analysis', 'data visualization', 'dashboards', 'data processing', 'data analytics', 'etl', 'python']",1,1,0,0,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
unknown company,data scientist,aiml,3-7,3,5.0,7,junior (3–5),"pune, gurugram, bengaluru",pune,pune,city,15-30 Lacs P.A.,15-30 lacs,15.0,22.5,30.0,15-25 LPA,"['python', 'predictive modeling', 'logistic regression', 'artificial intelligence', 'risk modeling', 'natural language processing', 'machine learning', 'deep learning', 'model development', 'data science', 'r', 'linear regression', 'pandas', 'statistical modeling']",1,0,0,0,0,1,1,0,0,0,0,"['Role: Data Scientist', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
unknown company,business intelligence & analytics,analytics,3-8,3,5.5,8,mid (6–8),"pune, gurugram, bengaluru",pune,pune,city,15-30 Lacs P.A.,15-30 lacs,15.0,22.5,30.0,15-25 LPA,"['sql', 'business intelligence', 'google analytics', 'analytical skills', 'data extraction', 'tableau', 'marketing analytics', 'adobe analytics', 'banking analytics', 'campaign analytics', 'data analysis', 'data visualization', 'dashboards', 'data analytics', 'python']",1,1,0,0,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
largest analytical organisation,analytics consultant,analytics,4-9,4,6.5,9,mid (6–8),"ahmedabad, gurugram, bengaluru",ahmedabad,ahmedabad,city,15-25 Lacs P.A.,15-25 lacs,15.0,20.0,25.0,15-25 LPA,"['power bi', 'campaign analytics', 'tableau', 'marketing analytics', 'sql', 'python']",1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
largest analytical organisation,analytics consultant,analytics,4-9,4,6.5,9,mid (6–8),"ahmedabad, gurugram, bengaluru",ahmedabad,ahmedabad,city,15-25 Lacs P.A.,15-25 lacs,15.0,20.0,25.0,15-25 LPA,"['power bi', 'campaign analytics', 'tableau', 'marketing analytics', 'sql', 'python']",1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
unknown company,data science & machine learning,aiml,3-8,3,5.5,8,mid (6–8),"pune, gurugram, bengaluru",pune,pune,city,20-35 Lacs P.A.,20-35 lacs,20.0,27.5,35.0,25-50 LPA,"['python', 'predictive modeling', 'logistic regression', 'artificial intelligence', 'risk modeling', 'natural language processing', 'machine learning', 'fraud detection', 'deep learning', 'model development', 'data science', 'r', 'linear regression', 'pandas', 'statistical modeling']",1,0,0,0,0,1,1,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
unknown company,business intelligence & analytics,analytics,3-8,3,5.5,8,mid (6–8),"pune, gurugram, bengaluru",pune,pune,city,15-30 Lacs P.A.,15-30 lacs,15.0,22.5,30.0,15-25 LPA,"['adobe analytics', 'sql', 'business intelligence', 'google analytics', 'analytical skills', 'customer segmentation', 'tableau', 'marketing analytics', 'digital analytics', 'campaign analytics', 'data analysis', 'dashboards', 'data analytics', 'python']",1,1,0,0,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
s&p global market intelligence,business intelligence & analytics,analytics,10-15,10,12.5,15,lead (13+),"hyderabad, ahmedabad",hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data analytics', 'data analysis', 'sales', 'stakeholder management', 'account planning', 'client servicing', 'business development', 'market research', 'client retention', 'marketing', 'client relationship management', 'market intelligence', 'client support', 'licensing']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
tech mahindra,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"chennai, bengaluru",chennai,chennai,city,20-35 Lacs P.A.,20-35 lacs,20.0,27.5,35.0,25-50 LPA,"['hadoop', 'big data', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
unknown company,data science & machine learning,aiml,2-7,2,4.5,7,junior (3–5),"pune, gurugram, bengaluru",pune,pune,city,15-30 Lacs P.A.,15-30 lacs,15.0,22.5,30.0,15-25 LPA,"['python', 'predictive modeling', 'risk modeling', 'natural language processing', 'machine learning', 'fraud detection', 'deep learning', 'model development', 'sql', 'data science', 'fraud monitoring', 'r', 'pandas', 'statistical modeling', 'scorecard']",1,1,0,0,0,1,1,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
unknown company,business intelligence & analytics,analytics,3-8,3,5.5,8,mid (6–8),"pune, gurgaon/ gurugram, bangalore/ bengaluru",pune,pune,city,20-35 Lacs P.A.,20-35 lacs,20.0,27.5,35.0,25-50 LPA,"['sql', 'predictive modeling', 'credit card analytics', 'risk modeling', 'risk mitigation', 'credit risk', 'portfolio management', 'scorecard', 'risk strategy', 'risk analytics', 'fraud detection']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
unknown company,data analyst,analytics,6-10,6,8.0,10,mid (6–8),bengaluru,bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data analysis', 'automation', 'sas', 'business analytics', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
cotiviti,bi developer,analytics,4-9,4,6.5,9,mid (6–8),hyderabad,hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['power bi', 'stored procedures', 'business objects', 'sql']",0,1,0,1,0,0,0,0,0,0,0,"['Role: BI Developer', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
info edge,business analyst,business analyst,4-6,4,5.0,6,junior (3–5),"noida, greater noida",delhi ncr,delhi ncr,city,20-25 Lacs P.A. (Including Variable: 10%),20-25 lacs,20.0,22.5,25.0,15-25 LPA,"['problem solving', 'sql', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization']"
mastercard,business analyst,business analyst,7-10,7,8.5,10,senior (9–12),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['master data', 'project management', 'data analysis', 'data quality', 'quality improvement', 'enterprise structure', 'data management', 'quality control', 'team management', 'sap sd', 'sql', 'quality assurance', 'sap mm', 'creativity', 'inventory management', 'pricing']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
mastercard,analytics consultant,analytics,3-8,3,5.5,8,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data analysis', 'pricing analysis', 'sql', 'tableau', 'financial modelling', 'python', 'oracle', 'amazon redshift', 'power bi', 'data warehousing', 'microsoft azure', 'data architecture', 'sales', 'jquery', 'r', 'java', 'etl tool', 'pricing strategy', 'html', 'etl', 'pricing', 'unix']",1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
mastercard,business analyst,business analyst,5-8,5,6.5,8,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['power bi', 'sql', 'stakeholder management', 'advanced excel', 'python', 'project management', 'data analysis', 'payments', 'business analysis', 'user stories', 'sales', 'alteryx', 'marketing', 'tableau', 'brd', 'pricing strategy', 'agile', 'business case', 'pricing']",1,1,1,1,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.B.A/ B.M.S in Management, Any Graduate', 'PG: Any Postgraduate']"
recruito,data analyst,analytics,2-6,2,4.0,6,junior (3–5),mumbai,mumbai,mumbai,city,15-25 Lacs P.A.,15-25 lacs,15.0,20.0,25.0,15-25 LPA,"['sql', 'excel', 'python']",1,1,1,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: FinTech / Payments', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
unknown company,analytics,analytics,8-10,8,9.0,10,senior (9–12),mumbai,mumbai,mumbai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data analytics', 'predictive modeling', 'r', 'vba', 'data analyst', 'python', 'sql']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial, B.Sc in Chemistry, Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
aphthartos technologies,full stack data scientist,aiml,6-10,6,8.0,10,mid (6–8),"noida, pune, bangalore rural",delhi ncr,delhi ncr,city,20-35 Lacs P.A.,20-35 lacs,20.0,27.5,35.0,25-50 LPA,['llm'],0,0,0,0,0,0,0,0,0,0,0,"['Role: Full Stack Data Scientist', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
ups supply chain solutions (ups scs),data scientist,aiml,5-10,5,7.5,10,mid (6–8),"mumbai, pune, gurugram",mumbai,mumbai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['sql', 'model development', 'python', 'r', 'story writing', 'c++', 'java', 'data science', 'gcp', 'linux', 'statistical modeling', 'advanced analytics', 'microsoft azure', 'power bi', 'machine learning', '8d', 'tableau', 'aws', 'unix']",1,1,0,1,1,1,0,0,0,1,0,"['Role: Data Scientist', 'Industry Type: Courier / Logistics', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
