company,experiance,city,salary,job_detail,required_skill
Shashwath Solution,10 - 14 years,Pune,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['rest', 'software development', 'software development methodologies', 'agile', 'oauth', 'enterprise application integration', 'application integration', 'devops', 'system development', 'enterprise applications']"
Lenskart,2 - 5 years,Hyderabad,14-24 Lacs P.A.,"['Role: Full Stack Developer', 'Industry Type: Internet (E-Commerce)', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Java', 'Javascript', 'React.Js', 'MySQL', 'Spring Boot', 'MongoDB', 'Python']"
Lenskart,2 - 5 years,Delhi / NCR,14-24 Lacs P.A.,"['Role: Full Stack Developer', 'Industry Type: Internet (E-Commerce)', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Java', 'Javascript', 'React.Js', 'MySQL', 'Spring Boot', 'MongoDB', 'Python']"
Prodapt Solutions,4 - 8 years,"Hyderabad, Chennai",10L_to_15L,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Django', 'Python']"
Nielsen Sports,4 - 6 years,Bengaluru,10L_to_15L,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['C++', 'Hibernate', 'Coding', 'Postgresql', 'MySQL', 'Javascript', 'HTML', 'Oracle', 'SQL', 'Python']"
Python Airflow,5 - 10 years,Pune,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Python', 'Software Development']"
ASV Consulting Services,7 - 11 years,Delhi / NCR,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['integration', 'Guidewire', 'Bc', 'Configuration', 'technical', 'Rating', 'Configuring', 'PC', 'Guidewire Testing', 'Insurance', 'Pricing']"
Siemens,3 - 7 years,Bengaluru,10L_to_15L,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']","['artificial intelligence', 'sql', 'python', 'presentation skills', 'hive', 'algorithms', 'c++', 'data mining', 'deep learning', 'data science', 'spark', 'hadoop', 'power bi', 'microsoft azure', 'machine learning', 'pandas', 'r', 'tableau', 'industrial engineering', 'computer vision', 'aws']"
"ABC Fitness Solutions, LLC",2 - 7 years,Hyderabad,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['web application', 'react.js', 'software engineering', 'code review', 'software development', 'web services', 'ajax', 'jquery', 'spring', 'java', 'git', 'ui', 'asp.net', 'json', 'mysql', 'data structures', 'mvc', 'c#', 'rest', 'user interface designing', 'javascript', 'sql server', 'node.js', '.net', 'angularjs']"
Infosys,2 - 6 years,"Kolkata, Hyderabad, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['Mainframes', 'VSAM', 'JCL', 'Cobol']"
Infosys,2 - 7 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['Mainframes', 'VSAM', 'JCL', 'Cobol']"
Accenture,5 - 8 years,Ahmedabad,10L_to_15L,"['Role: Solution Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['net architecture', 'c#', 'microsoft azure', 'ado.net', 'jquery', 'docker', 'paas', 'asp.net', 'powershell', 'windows server', 'sap hana', 'oauth', 'github', 'vb', 'sql server', 'application development', 'sap basis', '.net', 'iaas', 'aws']"
V2soft,10 - 20 years,Chennai,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Pega', 'Pega PRPC', 'PRPC', 'Pega Rules Process Commander']"
Cognizant,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['Documentum']
Amazon,3 - 8 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Internet', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Career development', 'Team management', 'Architecture', 'Resource allocation', 'Agile', 'Strategic planning', 'System design', 'Continuous improvement', 'Operations', 'Android']"
Iris Software,8 - 13 years,"Pune, Chennai, Delhi / NCR",10L_to_15L,"['Role: IT & Information Security - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT & Information Security - Other', 'UG: Any Graduate']","['java', 'aws', 'spring']"
HMH Technology Private Limited,8 - 10 years,Pune,10L_to_15L,"['Role: Search Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['continuous integration', 'docker', 'jenkins', 'aws', 'windows services', 'cucumber', 'redis', 'microservices', 'asp.net', 'mysql', 'mvc', 'mongodb', 'jira', 'c#', 'github', 'software development', 'tdd', 'nunit', 'web technologies', '.net', 'agile']"
TechStar Group,5 - 10 years,"Hyderabad, Bengaluru",10-20 Lacs P.A.,"['Role: Data Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Project Management', 'Data Management', 'Data Governance', 'SQL', 'Python', 'Data Quality', 'ETL']"
PwC India,4 - 8 years,"Gurugram, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MBA/PGDM in Any Specialization']","['Azure', 'Artificial Intelligence', 'Al', 'Machine Learning', 'SQL', 'GCP', 'API', 'MCP', 'AWS', 'Python']"
Amgen Inc,1 - 4 years,Hyderabad,10L_to_15L,"['Role: Search Engineer', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['python', 'software development', 'design patterns', 'oops', 'software engineering', 'continuous integration', 'dynamo db', 'microsoft azure', 'javascript', 'docker', 'microservices', 'react.js', 'node.js', 'gcp', 'software product development', 'aws']"
SAP,8 - 12 years,Bengaluru,10L_to_15L,"['Role: Search Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'SAP', 'Application programming', 'Consulting', 'Cloud', 'professional services', 'Analytics', 'Monitoring', 'Python']"
Erastar,4 - 7 years,Ahmedabad,10-12 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['ETL', 'SQL', 'Reconciliation', 'Data Analysis', 'Data Analytics']"
Nexucon Consultancy Services,5 - 10 years,Kolkata,12-18 Lacs P.A.,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Rabbitmq', 'ORM', 'Devops', 'Microservices', 'Jenkins', 'GIT', 'RDBMS', 'GCP', 'Agile', '.Net', 'Microsoft Azure', 'AWS']"
Tata Consultancy Services,6 - 11 years,"Hyderabad, Chennai, Bengaluru",10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Java', 'Spring Boot', 'Microservices']"
Tata Elxsi,4 - 9 years,"Chennai, Bengaluru, Thiruvananthapuram",12-22 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization']","['Networking', 'Developer', 'Openwrt', 'C++', 'C', 'Broadband', 'Shell Scripting', 'Linux Internals', 'System Programming', 'WiFi', 'IPC']"
Accenture,3 - 8 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['project management', 'process excellence', 'agile', 'business process consulting', 'digital transformation', 'master data', 'data management', 'data validation', 'product data management', 'data cleansing', 'r', 'data governance', 'innovation management', 'sap plm']"
HCLTech,4 - 7 years,Bengaluru( Hebbal ),10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['C#', 'Microsoft Azure', '.Net', 'ASP.Net', 'MVC']"
Erastar,4 - 7 years,Hyderabad,10-12 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['ETL', 'SQL', 'Reconciliation', 'Data Analysis', 'Data Analytics']"
Moss Adams India (now Baker Tilly),4 - 6 years,Bengaluru( Domlur ),10-18 Lacs P.A.,"['Role: Full Stack Developer', 'Industry Type: Accounting / Auditing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Reacts Js', 'Javascript', 'C#', 'CSS', 'HTML', 'React.Js']"
Deloitte Consulting,3 - 6 years,"Hyderabad, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Management Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Java', 'Spring Boot', 'Microservices']"
Tata Consultancy Services,6 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['C#', 'MVC']"
Tata Consultancy Services,6 - 11 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['GCP', 'Big Data', 'SQL', 'Github', 'Python']"
Amgen Inc,12 - 17 years,Hyderabad,10L_to_15L,"['Role: Technical Lead', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['team management', 'presentation skills', 'change management', 'software development life cycle', 'troubleshooting', 'teamcenter', 'sap', 'boomi', 'cad', 'tibco', 'scada', 'veeva', 'mule esb', 'mes', 'windchill', 'vault']"
Accenture,4 - 9 years,Hyderabad,10L_to_15L,"['Role: Solution Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'microsoft azure', 'css', 'confluence', 'sql', 'postgresql', 'linux', 'asp.net', 'jira', 'c#', 'github', 'python', 'maven', 'javascript', 'aws']"
Zensar,8 - 13 years,Pune,10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Unix', 'Performance tuning', 'Coding', 'Agile', 'PLSQL', 'Workflow', 'Scrum', 'SCM', 'Technical support', 'Python']"
Infinite,3 - 9 years,Noida,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['tcp', 'teamcenter', 'algorithms', 'c++', 'c', 'software design', 'bgp', 'design engineering', 'catia', 'ospf', 'software development life cycle', 'scripting', 'product design', 'java', 'dfmea', 'creo', 'linux', 'design', 'ug nx', 'software engineering', 'mysql', 'data structures', 'gd', 'architecture']"
IT Companies Association,0 - 1 years,"Nagpur, Hyderabad, Pune","15,000-25,000 P.A.","['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Diploma in Computers, B.Tech/B.E. in Information Technology, Any Graduate']","['Software Implementation', 'Hardware Support', 'Software Support']"
Infosys,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['React.Js', 'Java']"
Rakuten Symphony,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['C++', 'C']"
Leading Client,8 - 12 years,Pune,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['sql', 'websphere', 'project management', 'oracle', 'software development', 'web services', 'weblogic', 'microsoft azure', 'disaster recovery', 'sql server', 'javascript', 'application development', 'plsql', 'high availability', 'application integration', 'java', 'oracle database', 'linux', 'j2ee', 'aws']"
Leading Client,7 - 11 years,Pune,10L_to_15L,"['Role: Solution Architect', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['project management', 'sap', 'software development life cycle', 'payroll', 'sdlc', 'c++', 'c', 'software development', 'software testing', 'manual testing', 'hibernate', 'change management', 'javascript', 'sql server', 'sql', 'spring', 'java', 'software testing life cycle', 'html', 'mysql', 'agile', 'jira']"
Siemens,3 - 8 years,Bengaluru,10L_to_15L,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']","['python', 'presentation skills', 'machine learning', 'data science', 'statistics', 'algorithms', 'c++', 'data analysis', 'data mining', 'predictive', 'time series', 'prototype', 'sql', 'agriculture', 'data cleansing', 'r', 'sensor', 'data visualization']"
GE VERNOVA,4 - 7 years,Hyderabad,10L_to_15L,"['Role: Technical Lead', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['github', 'software testing', 'automation testing', 'project delivery', 'c++', 'data analysis', 'software development', 'power system', 'cim', 'sql server', 'sql', 'java', 'system integration', 'powershell', 'energy management', 'software engineering', 'perl', 'agile']"
Cognizant,5 - 9 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['SOA Admin', 'Oracle SOA', 'Oracle']"
PwC Service Delivery Center,7 - 13 years,Pune,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Linux', 'Coding', 'Consulting', 'Agile', 'Data structures', 'Distribution system', 'SQL', 'Android', 'Python']"
Luxoft,4 - 9 years,Bengaluru,10L_to_15L,"['Role: Back End Developer', 'Industry Type: Legal', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['javascript', 'appian', 'java', 'rpa', 'data management', 'sql server', 'sql', 'active directory', 'business process management', 'ldap', 'waterfall', 'software engineering', 'mysql', 'agile']"
Cognizant,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['CLM']
Tata Consultancy Services,5 - 10 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['Successfactors']
Cognizant,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['lotus notes', 'Lotus Script', 'Lotus notes Developer']"
AKAASA Infotech,5 - 10 years,Bengaluru,13-15 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['C#', '.Net', 'WCF', 'WPF']"
Infosys,4 - 9 years,"Kolkata, Hyderabad, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']","['Mainframes', 'VSAM', 'JCL', 'Cobol']"
Tata Elxsi,4 - 9 years,"Chennai, Bengaluru, Thiruvananthapuram",12-22 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: Miscellaneous', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization']","['c++', 'Linux', 'Kernel', 'C']"
Diageo,4 - 9 years,Bengaluru,10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: Analytics / KPO / Research', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['react.js', 'html', 'javascript', 'django', 'css', 'docker', 'git', 'postgresql', 'gcp', 'mysql', 'api', 'rest', 'python', 'microsoft azure', 'nosql', 'scrum', 'agile', 'aws']"
Cognizant,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['Vim']
Cognizant,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['Kofax']
Infosys,4 - 9 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization']","['.Net', 'ASP.Net', 'MVC']"
Cognizant,6 - 10 years,Bengaluru,10L_to_15L,"['Role: Other', 'Industry Type: IT Services & Consulting', 'Department: Other', 'Employment Type: Full Time, Permanent', 'Role Category: Other', 'UG: Any Graduate']","['SOA', 'Oracle', 'OSB']"
Cognizant,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['FileNet', 'FileNet Developer']"
Incanus Technologies,3 - 7 years,"Sonipat, Bengaluru",10-20 Lacs P.A.,"['Role: Head - Engineering', 'Industry Type: Education / Training', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, Any Graduate', 'PG: Any Postgraduate']","['algorithms', 'problem solving', 'dsa', 'data structures', 'c++', 'python', 'software development', 'lld', 'system design', 'teaching', 'training', 'graph', 'microservices', 'analytics', 'coding', 'java', 'high level design', 'sorting', 'dynamic', 'programming']"
HCLTech,5 - 7 years,Bengaluru( Electronic City ),12-15 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['AWS', 'Python']"
A Large Global Organization,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['DevOps', 'Automated Testing', 'Selenium']"
Infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['Java', 'Spring Boot', 'Hibernate', 'J2Ee', 'Microservices']"
IBM,3 - 6 years,Bengaluru,10L_to_15L,"['Role: Human Resources - Other', 'Industry Type: IT Services & Consulting', 'Department: Human Resources', 'Employment Type: Full Time, Permanent', 'Role Category: Human Resources - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']","['order management', 'sourcing', 'talent acquisition', 'workforce planning', 'recruitment', 'shortlisting', 'screening', 'hiring', 'mass hiring', 'bulk hiring', 'linkedin', 'it recruitment', 'technical recruitment', 'lateral hiring', 'volume hiring', 'non it recruitment']"
SAAS product based MNC,3 - 7 years,Bengaluru,10L_to_15L,"['Role: Software Developer in Test (SDET)', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']","['Java', 'Javascript', 'Selenium']"
Infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['Java', 'Spring Boot', 'Hibernate', 'J2Ee', 'Microservices']"
Capgemini,4 - 6 years,Bengaluru,10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['React.Js', 'AWS', 'Angularjs', 'Java', 'Spring Boot', 'Microservices']"
Capgemini,4 - 9 years,"Pune, Bengaluru, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Workflow', 'SAP ABAP']"
Nokia,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Telecom / ISP', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['docker', 'robot', 'functional testing', 'openstack', 'c++', 'ubr', 'vmware', 'unit testing', 'hss', 'stress testing', 'arbitration', 'hlr', 'assurance', '4g', '3g', 'drafting', 'litigation', '2g', 'design patterns', 'leadership development']"
Intelliswift software,6 - 10 years,Delhi / NCR,10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['UI', 'Servicenow', 'Javascript']"
Infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['.Net', 'MVC', 'C#', 'ASP.Net']"
