company,experiance,city,salary,job_detail,required_skill,job_tittle
connectwise,10 - 15 years,Mumbai,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['postgresql', 'python', 'software development', 'c++', 'web application', 'catia', 'sql', 'react.js', 'java', 'linux', 'mysql', 'software engineering', 'data structures', 'html', 'gd', 'tcp', 'teamcenter', 'version control', 'javascript', 'creo', 'ug nx', 'aws', 'sql database']",Technical Lead
trimble,5 - 7 years,Chennai,10L_to_15L,"['Role: Database Analyst', 'Industry Type: Analytics / KPO / Research', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: DBA / Data warehousing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Payroll', 'Accounting', 'SSRS', 'Consulting', 'Javascript', 'Software development life cycle', 'Stored procedures', 'SSIS', 'Monitoring']",Database Analyst
infosys,5 - 10 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']","['Java', 'Hibernate', 'Spring Boot', 'Microservices']",Software Development
infosys,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization']","['.net', 'ASP.Net', 'Entity Framework', 'MVC']",Software Development
advantal technologies,3 - 6 years,Indore,10L_to_15L,"['Role: Solution Architect', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['architectural design', 'interior designing', 'project management', 'software development', 'enterprise architecture', 'microsoft azure', 'sketchup', 'presales', 'autocad', 'microservices', 'docker', 'working drawings', 'java', 'solution design', 'aws', 'cloud computing', 'architecture']",Solution Architect
parentpay,8 - 13 years,Pune,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['continuous integration', 'microsoft azure', 'sql', 'tdd', 'software development', 'technical leadership', 'ddd', 'hibernate', 'microservices', 'spring', 'react.js', 'spring boot', 'technical architecture', 'java', 'j2ee', '.net']",Technical Architect
amgen inc,12 - 17 years,Hyderabad,10L_to_15L,"['Role: Technical Architect', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['continuous integration', 'python', 'java', 'software development', 'automation systems', 'data integrity', 'root cause analysis', 'iot', 'software development life cycle', 'regulations', 'industrial automation', 'troubleshooting', 'technical documentation', 'sdlc', 'gxp']",Technical Architect
tata elxsi,4 - 9 years,Bengaluru,10L_to_15L,"['Role: Embedded Systems Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['targetlink', 'MATLAB', 'MBD', 'Powertrain', 'Stateflow', 'Simulink']",Embedded Systems Engineer
infosys,2 - 7 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']","['Java', 'Spring Boot', 'Microservices', 'Hibernate']",Software Development
ciklum,5 - 7 years,Pune,10L_to_15L,"['Role: Quality Engineer', 'Industry Type: IT Services & Consulting', 'Department: Quality Assurance', 'Employment Type: Full Time, Permanent', 'Role Category: Production & Manufacturing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['QA', 'Product engineering', 'Software development methodologies', 'Report writing', 'Debugging', 'Agile', 'Medical insurance', 'User acceptance testing', 'Business operations']",Quality Engineer
infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['.Net', 'C#', 'ASP.Net', 'Entity Framework', 'MVC']",Software Development
it works infotech,7 - 12 years,Pune( Pimpri ),12-22 Lacs P.A.,"['Role: Mobile / App Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Microservices', 'JSON', 'Python']",Mobile
deloitte consulting,8 - 13 years,Hyderabad,10L_to_15L,"['Role: Back End Developer', 'Industry Type: Accounting / Auditing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'automation framework', 'Backend', 'Managed services', 'Integration testing', 'Agile', 'Troubleshooting', 'Usability testing', 'SDLC', 'Salesforce']",Back End Developer
infosys,5 - 10 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization']","['Java', 'Spring Boot', 'Microservices', 'Hibernate']",Software Development
infosys,5 - 10 years,"Kolkata, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']","['.Net', 'ASP.Net', 'C#', 'MVC']",Software Development
cloudxtreme,10 - 15 years,"Hyderabad, Bengaluru",20-30 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Subject Matter Expertise', 'Finance', 'SME', 'Microsoft Dynamics']",Software Development
cloudxtreme,4 - 9 years,"Kolkata, Hyderabad, Bengaluru",10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['General Ledger', 'Microsoft Dynamics', 'Finance Operation', 'Accounts Payable']",Software Development
infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']","['Java', 'Spring Boot', 'Hibernate', 'J2Ee', 'Microservices']",Software Development
tcs,6 - 9 years,"Pune, Chennai, Mumbai (All Areas)",10-15 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Java', 'Spring Boot', 'React.Js', 'Microservices']",Software Development
ibm,4 - 8 years,Faridabad,10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['microservices', 'mvc', 'css', 'bootstrap', 'jquery', 'mvvm', 'asp.net', 'powershell', 'wcf', 'api', 'c#', 'microsoft azure', 'wpf', 'sql server', 'web technologies', 'microsoft windows', '.net']",Full Stack Developer
photon,10 - 15 years,"Pune, Chennai, Bengaluru",10L_to_15L,"['Role: Head - Engineering', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['spring', 'java', 'j2ee', 'javascript', 'spring boot', 'continuous integration', 'css', 'microservices', 'docker', 'sql', 'plsql', 'git', 'spring mvc', 'jenkins', 'html', 'jira', 'rest', 'maven', 'nosql', 'gradle', 'agile']",Head
siemens,4 - 9 years,Bengaluru,10L_to_15L,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']","['python', 'presentation skills', 'machine learning', 'data science', 'statistics', 'algorithms', 'c++', 'data analysis', 'data mining', 'predictive', 'time series', 'prototype', 'agriculture', 'data cleansing', 'r', 'sensor', 'data visualization']",Data Scientist
siemens,4 - 9 years,Gurugram,10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['tool development', 'sql', 'plsql', 'c#', 'vba', 'c++', 'dbms', 'new product development', 'apex', 'java', 'oracle dba', 'product development', 'ppap', 'rman', 'tool room', 'python', 'apqp', 'oracle', 'performance tuning', 'presentation skills', 'javascript', 'sql server', 'dataguard', 'datapump']",Full Stack Developer
accenture,12 - 15 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['python', 'application development', 'scrum', 'agile', 'c++', 'android', 'ado.net', 'sql', 'microservices', 'spring', 'java', 'data modeling', 'design patterns', 'asp.net', 'oops', 'multithreading', 'data structures', 'c#', 'rest', 'asp.net mvc', 'oracle', 'javascript', 'sql server', 'aws', 'unix']",Technical Architect
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Head - Engineering', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['javascript', 'java', 'html', 'rest', 'css', 'python', 'c++', 'dbms', 'bootstrap', 'ssl', 'microservices', 'application development', 'sql', 'eclipse', 'spring', 'react.js', 'node.js', 'linux', 'jenkins', 'mysql']",Head
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'agile', 'agile methodology', 'c#', 'css', 'python', 'c++', 'oracle', 'team management', 'javascript', 'sql server', 'sql', 'spring', 'react.js', 'linux', 'asp.net', 'microsoft windows', 'jenkins', 'mysql', 'unix', 'jira']",Technical Architect
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['c#', '.net', 'scrum', 'agile', 'web application development', 'css', 'web services', 'ado.net', 'bootstrap', 'ajax', 'jquery', 'sql', 'database management', 'asp.net', 'ssrs', 'html', 'mvc', 'wcf', 'microsoft azure', 'vb', 'javascript', 'sql server', 'ssis']",Technical Architect
tech mahindra,5 - 10 years,Hyderabad,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Servicenow', 'Artificial Intelligence']",Software Development
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'junit', 'spring boot', 'css', 'c++', 'test cases', 'sql', 'git', 'linux', 'asp.net', 'mvc', 'cloud foundry', 'agile methodology', 'c#', 'python', 'oracle', 'microsoft azure', 'javascript', 'sql server', 'pipeline', 'splunk', 'agile', 'angularjs']",Technical Architect
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['data modeling', 'web development', 'c#', 'oracle', 'entity framework', 'ado.net', 'javascript', 'sql server', 'jquery', 'application development', 'sql', 'database management', 'linq', 'git', 'design patterns', 'asp.net', '.net']",Technical Architect
.,3 - 5 years,Gurugram( Sohna Road ),12-14 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['Provider'],Software Development
zensar,2 - 3 years,Pune,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Webmethods', 'Web services', 'XML', 'Weblogic', 'Agile', 'XSLT', 'HR', 'Troubleshooting', 'Middleware', 'Information technology']",Technical Lead
insight direct india,4 - 9 years,"Hyderabad, Gurugram, Bengaluru",10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization']","['Java', 'Angularjs']",Full Stack Developer
skygate,3 - 8 years,"Kochi, Hyderabad, Bengaluru",10L_to_15L,"['Role: Embedded Systems Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Bootloader', 'Multimedia', 'Embedded C', 'Linux Device Driver', 'Linux Driver', 'Data Structures', 'PCIE', 'Device Driver Development', 'Board Bringup', 'ARM', 'Firmware Development', 'Board Support Package', 'Linux Kernel', 'Bsp']",Embedded Systems Engineer
healthasyst,5 - 8 years,Bengaluru,10-19 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Stored Procedures', 'SQL Development', 'Performance Tuning', 'MSSQL', 'Query Optimization', 'SQL Server']",Software Development
tata elxsi,6 - 11 years,Chennai,12-22 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: Miscellaneous', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization']","['Linux', 'Broadband', 'win', 'Mac', 'Openwrt', 'WiFi']",Software Development
shell infotech,3 - 8 years,"Hyderabad, Gurugram, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Software Development', 'UG: B.Sc in Computers, Any Graduate, B.Tech/B.E. in Computers, BCA in Computers', 'PG: Master in IT Management in Any Specialization, MS/M.Sc(Science) in Computers, CS in CS, MCA in Any Specialization, M.Tech in Computers']","['Jenkins', 'Docker']",Software Development
i trust informatics,8 - 13 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['ERP', 'Software design', 'Usage', 'French', 'Application engineering', 'Web application', 'Consulting', 'informatics', 'Construction management', 'Enterprise software']",Software Development
atlassian,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Automation', 'Backend', 'Product engineering', 'Risk assessment', 'Javascript', 'Workflow', 'Healthcare', 'Monitoring', 'Python']",Technical Lead
stl digital,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Oracle BRM', 'ECE', 'Pdc']",Software Development
infosys,3 - 8 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']","['C++', 'C']",Software Development
coforge,4 - 9 years,"Bengaluru, Greater Noida, Delhi / NCR",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['C++', 'Linux', 'STL', 'Boost']",Software Development
newbie soft solutions,4 - 9 years,"Hyderabad, Bengaluru",10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['Canvas'],Software Development
optum,7 - 11 years,"Hyderabad, Chennai",10L_to_15L,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Front End', '.Net', 'Oracle', 'AWS', 'SQL']",Back End Developer
ncs pte ltd,4 - 9 years,Pune,10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['jQuery', 'Testing tools', 'Enterprise applications', 'Javascript', 'Agile', 'HTML', 'Scrum', 'WCF', 'Oracle', 'SQL']",Full Stack Developer
siemens,4 - 9 years,Thane,10L_to_15L,"['Role: Industrial Engineer', 'Industry Type: IT Services & Consulting', 'Department: Production, Manufacturing & Engineering', 'Employment Type: Full Time, Permanent', 'Role Category: Engineering', 'UG: Any Graduate', 'PG: Any Postgraduate']","['project management', 'hmi', 'plc', 'automation systems', 'electricals', 'instrumentation engineering', 'multitasking', 'customer service', 'teaching', 'mentoring', 'autocad', 'scada', 'drawing', 'project execution', 'power plant', 'instrumentation', 'crm']",Industrial Engineer
infosys,3 - 8 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['Java', 'Hibernate', 'Spring Mvc', 'Spring Boot', 'J2Ee', 'Spring', 'Microservices']",Software Development
axcend automation & software solutions,3 - 8 years,"Chennai( Perungudi ), Bengaluru( Richmond Town )",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Python', 'SQL']",Software Development
aspire systems,6 - 9 years,"Kochi, Chennai, Bengaluru",10L_to_15L,"['Role: Automation Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['automation anywhere', 'sql', 'rpa', 'ado.net', 'mvvm', 'java', 'vb script', 'asp.net', 'html', 'mvc', 'wcf', 'prism', 'crm', 'c#', 'aa', 'python', 'erp', 'project management', 'vb', 'wpf', 'sql server', 'javascript', 'linq', 'vba', '.net', 'agile']",Automation Architect
infosys,3 - 8 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['Java', 'Hibernate', 'Spring Boot', 'J2Ee', 'Spring', 'Microservices']",Software Development
infosys,3 - 8 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']","['Net', 'C#', 'ASP.Net', 'MVC']",Software Development
accenture,5 - 8 years,Hyderabad,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['javascript', 'java', 'c#', 'python', 'c++', 'css', 'c', 'oracle', 'networking', 'sql server', 'sql', 'spring', 'react.js', 'linux', 'asp.net', 'microsoft windows', 'jenkins', 'mysql', 'unix', 'jira']",Technical Architect
pfizer,4 - 9 years,Chennai,10L_to_15L,"['Role: Data Scientist', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: MBA/PGDM in Any Specialization']","['Data analysis', 'Change management', 'SAP', 'Data management', 'Javascript', 'Application development', 'Information technology', 'Monitoring', 'SQL', 'Python']",Data Scientist
thales,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Embedded Systems Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['RTOS', 'VXWorks', 'Embedded C', 'C++', 'C', 'Ethernet', 'Debugging', 'Test cases', 'Middleware', 'Python']",Embedded Systems Engineer
pratyin infotech,4 - 9 years,India,12-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: BPM / BPO', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization']","['HL7', 'XML', 'EDI']",Software Development
thales,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Embedded Systems Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['RTOS', 'VXWorks', 'Embedded C', 'Software design', 'C', 'Aerospace', 'Ethernet', 'Debugging', 'Test cases', 'Avionics']",Embedded Systems Engineer
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'agile', 'agile methodology', 'c#', 'css', 'python', 'c++', 'oracle', 'javascript', 'sql server', 'application development', 'sql', 'spring', 'react.js', 'linux', 'asp.net', 'microsoft windows', 'jenkins', 'mysql', 'unix', 'jira']",Technical Architect
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'agile', 'agile methodology', 'c#', 'css', 'python', 'c++', 'oracle', 'javascript', 'sql server', 'sql', 'spring', 'react.js', 'linux', 'asp.net', 'microsoft windows', 'jenkins', 'mysql', 'unix', 'jira']",Technical Architect
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['team management', 'java', 'c#', 'css', 'python', 'c++', 'oracle', 'javascript', 'sql server', 'sql', 'spring', 'react.js', 'linux', 'asp.net', 'microsoft windows', 'jenkins', 'mysql', 'unix', 'jira']",Technical Architect
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['sql', 'application development', 'java', 'c#', 'css', 'python', 'c++', 'oracle', 'javascript', 'sql server', 'spring', 'react.js', 'linux', 'asp.net', 'microsoft windows', 'jenkins', 'mysql', 'unix', 'jira']",Technical Architect
whatfix,2 - 7 years,Bengaluru,10L_to_15L,"['Role: Back End Developer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['ERP', 'SAP', 'Bfsi', 'Healthcare', 'Account management', 'FMCG', 'Customer service', 'ITES', 'Oracle', 'CRM']",Back End Developer
internal,4 - 9 years,"Hyderabad, Gurugram, Bengaluru",10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Development', 'Windchill']",Software Development
